,Image_Path,Label,Class_Name,Width,Height
65,/content/drive/MyDrive/Continental_task/Dataset/train/38/image_05843.jpg,great masterwort,38,500,701
66,/content/drive/MyDrive/Continental_task/Dataset/train/38/image_05811.jpg,great masterwort,38,500,511
67,/content/drive/MyDrive/Continental_task/Dataset/train/38/image_05844.jpg,great masterwort,38,500,518
68,/content/drive/MyDrive/Continental_task/Dataset/train/38/image_05815.jpg,great masterwort,38,500,742
69,/content/drive/MyDrive/Continental_task/Dataset/train/38/image_05839.jpg,great masterwort,38,500,749
70,/content/drive/MyDrive/Continental_task/Dataset/train/38/image_05837.jpg,great masterwort,38,500,604
71,/content/drive/MyDrive/Continental_task/Dataset/train/38/image_05823.jpg,great masterwort,38,500,750
72,/content/drive/MyDrive/Continental_task/Dataset/train/38/image_05816.jpg,great masterwort,38,500,651
73,/content/drive/MyDrive/Continental_task/Dataset/train/38/image_05813.jpg,great masterwort,38,500,616
74,/content/drive/MyDrive/Continental_task/Dataset/train/38/image_05848.jpg,great masterwort,38,500,607
75,/content/drive/MyDrive/Continental_task/Dataset/train/38/image_05838.jpg,great masterwort,38,500,562
76,/content/drive/MyDrive/Continental_task/Dataset/train/38/image_05841.jpg,great masterwort,38,500,650
77,/content/drive/MyDrive/Continental_task/Dataset/train/38/image_05808.jpg,great masterwort,38,500,662
78,/content/drive/MyDrive/Continental_task/Dataset/train/38/image_05831.jpg,great masterwort,38,500,659
79,/content/drive/MyDrive/Continental_task/Dataset/train/38/image_05817.jpg,great masterwort,38,500,669
80,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06779.jpg,fire lily,21,500,500
81,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06793.jpg,fire lily,21,500,507
82,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06791.jpg,fire lily,21,700,500
83,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06800.jpg,fire lily,21,500,636
84,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06797.jpg,fire lily,21,500,667
85,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06808.jpg,fire lily,21,667,500
86,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06786.jpg,fire lily,21,500,624
87,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06802.jpg,fire lily,21,563,500
88,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06789.jpg,fire lily,21,500,658
89,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06795.jpg,fire lily,21,500,705
90,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06781.jpg,fire lily,21,500,535
91,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06801.jpg,fire lily,21,751,500
92,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06783.jpg,fire lily,21,500,775
93,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06782.jpg,fire lily,21,659,500
94,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06812.jpg,fire lily,21,701,500
95,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06776.jpg,fire lily,21,608,500
96,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06774.jpg,fire lily,21,500,550
97,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06777.jpg,fire lily,21,588,500
98,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06810.jpg,fire lily,21,500,669
99,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06785.jpg,fire lily,21,500,500
100,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06803.jpg,fire lily,21,500,667
101,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06806.jpg,fire lily,21,500,553
102,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06790.jpg,fire lily,21,500,689
103,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06780.jpg,fire lily,21,500,666
104,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06796.jpg,fire lily,21,500,750
105,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06787.jpg,fire lily,21,500,667
106,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06775.jpg,fire lily,21,500,541
107,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06792.jpg,fire lily,21,500,750
108,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06794.jpg,fire lily,21,500,624
109,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06798.jpg,fire lily,21,686,500
110,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06811.jpg,fire lily,21,500,627
111,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06799.jpg,fire lily,21,558,500
112,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06809.jpg,fire lily,21,500,667
113,/content/drive/MyDrive/Continental_task/Dataset/train/21/image_06813.jpg,fire lily,21,500,624
114,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05161.jpg,english marigold,5,500,672
115,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05200.jpg,english marigold,5,666,500
116,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05180.jpg,english marigold,5,500,667
117,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05165.jpg,english marigold,5,500,700
118,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05208.jpg,english marigold,5,500,532
119,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05176.jpg,english marigold,5,500,655
120,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05178.jpg,english marigold,5,500,605
121,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05147.jpg,english marigold,5,500,500
122,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05201.jpg,english marigold,5,500,666
123,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05153.jpg,english marigold,5,519,500
124,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05175.jpg,english marigold,5,500,756
125,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05171.jpg,english marigold,5,500,667
126,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05155.jpg,english marigold,5,500,601
127,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05181.jpg,english marigold,5,500,667
128,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05194.jpg,english marigold,5,500,667
129,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05177.jpg,english marigold,5,500,667
130,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05150.jpg,english marigold,5,728,500
131,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05204.jpg,english marigold,5,500,666
132,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05197.jpg,english marigold,5,500,667
133,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05195.jpg,english marigold,5,500,666
134,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05154.jpg,english marigold,5,500,500
135,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05191.jpg,english marigold,5,500,666
136,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05151.jpg,english marigold,5,571,500
137,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05160.jpg,english marigold,5,667,500
138,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05185.jpg,english marigold,5,500,750
139,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05157.jpg,english marigold,5,500,781
140,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05207.jpg,english marigold,5,500,666
141,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05170.jpg,english marigold,5,500,500
142,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05203.jpg,english marigold,5,500,666
143,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05184.jpg,english marigold,5,500,666
144,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05198.jpg,english marigold,5,500,642
145,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05205.jpg,english marigold,5,500,667
146,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05174.jpg,english marigold,5,500,750
147,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05193.jpg,english marigold,5,500,667
148,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05156.jpg,english marigold,5,500,695
149,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05179.jpg,english marigold,5,500,667
150,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05149.jpg,english marigold,5,667,500
151,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05190.jpg,english marigold,5,500,694
152,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05148.jpg,english marigold,5,597,500
153,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05187.jpg,english marigold,5,500,667
154,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05189.jpg,english marigold,5,500,667
155,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05163.jpg,english marigold,5,500,680
156,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05210.jpg,english marigold,5,500,750
157,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05167.jpg,english marigold,5,500,759
158,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05162.jpg,english marigold,5,500,756
159,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05206.jpg,english marigold,5,500,752
160,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05173.jpg,english marigold,5,500,598
161,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05202.jpg,english marigold,5,503,500
162,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05158.jpg,english marigold,5,500,666
163,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05182.jpg,english marigold,5,500,730
164,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05211.jpg,english marigold,5,500,666
165,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05183.jpg,english marigold,5,500,667
166,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05152.jpg,english marigold,5,500,508
167,/content/drive/MyDrive/Continental_task/Dataset/train/5/image_05172.jpg,english marigold,5,500,557
168,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06272.jpg,cautleya spicata,61,700,500
169,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06283.jpg,cautleya spicata,61,500,750
170,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06250.jpg,cautleya spicata,61,750,500
171,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06278.jpg,cautleya spicata,61,699,500
172,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06258.jpg,cautleya spicata,61,748,500
173,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06260.jpg,cautleya spicata,61,500,750
174,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06254.jpg,cautleya spicata,61,752,500
175,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06294.jpg,cautleya spicata,61,752,500
176,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06262.jpg,cautleya spicata,61,751,500
177,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06286.jpg,cautleya spicata,61,816,500
178,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06268.jpg,cautleya spicata,61,752,500
179,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06288.jpg,cautleya spicata,61,810,500
180,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06253.jpg,cautleya spicata,61,752,500
181,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06289.jpg,cautleya spicata,61,752,500
182,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06257.jpg,cautleya spicata,61,751,500
183,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06281.jpg,cautleya spicata,61,753,500
184,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06252.jpg,cautleya spicata,61,751,500
185,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06255.jpg,cautleya spicata,61,753,500
186,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06291.jpg,cautleya spicata,61,500,752
187,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06280.jpg,cautleya spicata,61,749,500
188,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06263.jpg,cautleya spicata,61,752,500
189,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06277.jpg,cautleya spicata,61,500,700
190,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06264.jpg,cautleya spicata,61,752,500
191,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06276.jpg,cautleya spicata,61,700,500
192,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06265.jpg,cautleya spicata,61,752,500
193,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06295.jpg,cautleya spicata,61,750,500
194,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06285.jpg,cautleya spicata,61,752,500
195,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06275.jpg,cautleya spicata,61,699,500
196,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06287.jpg,cautleya spicata,61,500,752
197,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06256.jpg,cautleya spicata,61,753,500
198,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06247.jpg,cautleya spicata,61,753,500
199,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06282.jpg,cautleya spicata,61,500,751
200,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06270.jpg,cautleya spicata,61,625,500
201,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06267.jpg,cautleya spicata,61,500,625
202,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06269.jpg,cautleya spicata,61,850,500
203,/content/drive/MyDrive/Continental_task/Dataset/train/61/image_06274.jpg,cautleya spicata,61,700,500
204,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07309.jpg,foxglove,94,607,500
205,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07326.jpg,foxglove,94,500,750
206,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07304.jpg,foxglove,94,723,500
207,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07311.jpg,foxglove,94,645,500
208,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07314.jpg,foxglove,94,667,500
209,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07310.jpg,foxglove,94,500,557
210,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07316.jpg,foxglove,94,588,500
211,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07321.jpg,foxglove,94,500,763
212,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07307.jpg,foxglove,94,607,500
213,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07313.jpg,foxglove,94,667,501
214,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07306.jpg,foxglove,94,619,500
215,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07315.jpg,foxglove,94,650,500
216,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07318.jpg,foxglove,94,501,667
217,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07305.jpg,foxglove,94,669,500
218,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07312.jpg,foxglove,94,676,500
219,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07322.jpg,foxglove,94,500,516
220,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07328.jpg,foxglove,94,1168,500
221,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07319.jpg,foxglove,94,521,500
222,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07324.jpg,foxglove,94,742,500
223,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07320.jpg,foxglove,94,501,667
224,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07323.jpg,foxglove,94,1168,500
225,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07380.jpg,foxglove,94,500,667
226,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07367.jpg,foxglove,94,667,500
227,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07332.jpg,foxglove,94,750,500
228,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07411.jpg,foxglove,94,667,500
229,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07414.jpg,foxglove,94,608,500
230,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07440.jpg,foxglove,94,667,501
231,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07343.jpg,foxglove,94,739,500
232,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07378.jpg,foxglove,94,501,515
233,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07465.jpg,foxglove,94,644,500
234,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07463.jpg,foxglove,94,669,500
235,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07404.jpg,foxglove,94,500,700
236,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07401.jpg,foxglove,94,667,500
237,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07336.jpg,foxglove,94,666,500
238,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07354.jpg,foxglove,94,753,501
239,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07429.jpg,foxglove,94,500,667
240,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07439.jpg,foxglove,94,500,667
241,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07437.jpg,foxglove,94,667,500
242,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07442.jpg,foxglove,94,667,500
243,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07398.jpg,foxglove,94,500,667
244,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07371.jpg,foxglove,94,500,763
245,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07410.jpg,foxglove,94,500,667
246,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07353.jpg,foxglove,94,501,658
247,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07344.jpg,foxglove,94,770,500
248,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07422.jpg,foxglove,94,500,667
249,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07369.jpg,foxglove,94,554,501
250,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07446.jpg,foxglove,94,501,654
251,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07345.jpg,foxglove,94,710,500
252,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07375.jpg,foxglove,94,615,500
253,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07341.jpg,foxglove,94,753,501
254,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07421.jpg,foxglove,94,620,500
255,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07340.jpg,foxglove,94,500,669
256,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07450.jpg,foxglove,94,666,500
257,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07350.jpg,foxglove,94,500,667
258,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07384.jpg,foxglove,94,626,500
259,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07349.jpg,foxglove,94,501,667
260,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07366.jpg,foxglove,94,667,500
261,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07445.jpg,foxglove,94,500,751
262,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07460.jpg,foxglove,94,500,665
263,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07451.jpg,foxglove,94,500,667
264,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07348.jpg,foxglove,94,667,500
265,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07424.jpg,foxglove,94,500,667
266,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07426.jpg,foxglove,94,501,523
267,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07464.jpg,foxglove,94,501,753
268,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07453.jpg,foxglove,94,1066,500
269,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07425.jpg,foxglove,94,604,500
270,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07391.jpg,foxglove,94,500,667
271,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07403.jpg,foxglove,94,667,500
272,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07347.jpg,foxglove,94,500,668
273,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07396.jpg,foxglove,94,594,500
274,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07409.jpg,foxglove,94,500,667
275,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07330.jpg,foxglove,94,635,500
276,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07351.jpg,foxglove,94,775,500
277,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07390.jpg,foxglove,94,605,500
278,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07458.jpg,foxglove,94,667,500
279,/content/drive/MyDrive/Continental_task/Dataset/train/94/image_07448.jpg,foxglove,94,500,546
